date,title,content,URL
"31 Dec, 2019",Joe Biden's man shows the world why US policy towards Russia has completely failed,"It s entirely possible that Joe Biden could be the next US President If so, buckle your seatbelts because the advice he s getting on Russia is, almost certainly, dangerously wrong Bryan MacDonald is an Irish journalist based in Russia He has written for RT since 2014 Before moving to Russia, Bryan worked for The Irish Independent, the Evening Herald, Ireland on Sunday, and The Irish Daily Mail Follow him on Twitter@27khv Bryan MacDonald is an Irish journalist based in Russia He has written for RT since 2014 Before moving to Russia, Bryan worked for The Irish Independent, the Evening Herald, Ireland on Sunday, and The Irish Daily Mail Follow him on Twitter@27khv Regular readers will know of my deep scorn for Russia Watchers ù † Westerners who, as a rule, purport to have an understanding of the country beyond their actual competence Sadly, they are an unavoidable hazard on this beat, much as snow is to Siberia, or blazing summer sun to Krasnodar For the most part they are more of an amusement than a menace, self important but not remotely influential such as Molly McKew, Mark Galeotti and Malcolm Nance Safely ensconced on the punditry circuit, or Think Tank racket, where they can, thankfully, do little real harm However, problems start when they gain the ear of policymakers Probably the best example being Michael McFaul, who even managed to land the US ambassador s gig in Moscow, under Barack Obama Once landed in the Russian capital, he then proceeded to scorch all around him: like a toddler let loose with a box of matches at a fireworks shop It s notable that since his disastrous term and bear in mind some elements in Russia clearly worked to undermine his endeavours † Washington has appointed experienced, and competent, diplomats Michael Carpenter is another illustration of what happens when an inept gibberish babbler is let loose in the corridors of power A small potato who has somehow risen, without a trace, to be regarded as a Russia expert in Washington And the fact he s acquired this status serves to expose the corrosion of American foreign policy expertise It also shines some light upon why US officials continue to get Russia wrong, by underestimating its abilities, misunderstanding its concerns and confusing its intentions Remember Barack Obama s line about Russia being no more than a regional power † and John McCain s insistence that it was a gas station masquerading as a country? Both delivered before Moscow helped to upend US plans for Syria Fast forward to today and Western media isworriedabout growing Russian influence inAfrica Carpenter is a policy advisor at the Penn Biden Centre, ù the Think Tank of the former US Vice President Although he tends to come across more as a propagandist Which is presumably why he s also employed as a lobbyist/fellow at NATO s Atlantic Council adjunct According to his ownbiography, which I am copy/pasting verbatim: Carpenter previously served in the Pentagon as Deputy Assistant Secretary of Defense with responsibility for Russia, Ukraine, Eurasia, the Balkans, and Conventional Arms Control He also served in the White House as a foreign policy advisor to Vice President Joe Biden as well as on the National Security Council as Director for Russia † Previously, Dr Carpenter was a career Foreign Service Officer with the State Department ù So, in other words, this man had a lot of influence And he s presumably being kept in a sort of cold storage until the Democrats reassume control of the White House (perhaps under Biden himself), and he can spend another few years misinforming power brokers Just before New Year 2018, he posted a Twitter Thread, which began I ve been asked what I expect from Russia in 2019 Here s my top 10 list of events to watch out for (not in any particular order of probability) ù Carpenter kept it pinned to his profile throughout the year Only removing it a few days ago Given how it turned out, I initially thought it was remarkable chutzpah But, upon reflection, it s clear Carpenter meant it as a f*ck you ù to real experts, because, as a system insider, he knows Washington is no longer interested in substance when it comes to Russia Today, we are a long way from George Kennan Here is what Biden s man predicted #1 A military incursion into Ukraine The most likely target is the canal that feeds fresh water from the Dnieper river to Crimea Without this water, Crimea s agricultural sector goes under Also look for Russia to seek complete dominance over the Sea of Azov and Kerch Strait 1) A military incursion into Ukraine The most likely target is the canal that feeds freshwater from the Dnieper river to Crimea Without this water, Crimea s agricultural sector goes under Also, look for Russia to seek complete dominance over the Sea of Azov and Kerch Strait ù None of this happened Instead, Moscow Kiev relations thawed slightly under new Ukrainian President Volodymyr Zelensky 2) A military flare up in Nagorno Karabakh if Prime Minister Pashinyan does not cater to corrupt Russian interests in Armenia ù This region was quiet in 2019 And Russia maintains good relations with both Azerbaijan and Armenia 3) Pressure on President Lukashenka (sic) to allow Russia to build a military base in Belarus, especially if the US green lights the construction of Fort Trump in Poland If Minsk resists, the Kremlin will be prepared to execute an Anschluss operation ù Russia did not invade Belarus and made no attempt to build an armed forces base in the country Minsk previously, in 2018, rejected the notion of a joint air facility on its territory, described as an unpleasant episode, ù by Russian Foreign Minister Sergey Lavrov Not quite the language of war 4) Russia and Iran take control of eastern Syria as the US withdraws and Turkey engages in cross border attacks on Kurdish fighters Over time this guarantees that disenfranchised Sunni Arabs radicalize into ISIS 2 0 I m no Middle East expert, and unlike Carpenter I don t pretend to be, but I know the Americans haven t withdrawn and ISIS 2 0 hasn t shown up 5) A growing Russian military presence in Libya helps General Haftar consolidate control of the country, which becomes a Russian protectorate Again I don t know much about Libya, but I think I d have heard if it became a Russian protectorate ù 6) Moscow arms the Taliban with more sophisticated weapons as the US draws down its forces and the NATO ISAF mission is stretched to the breaking point Moscow displaces the US as the chief power broker in Afghanistan and the Taliban comes back to power None of this came to pass 7) Moscow supports Bosnian President Milorad Dodik s efforts to separate Republika Srpska from the rest of Bosnia and Herzegovina, risking a renewed ethnic conflict in the Balkans There have been no credible reports suggesting this happened And Bosnia formed a government, onlylast week, after a 14 month impasse No easy task given agreement is required between Orthodox Serbs, Catholic Croats, and Muslim Bosniaks 8) The Russian Saudi relationship blossoms as Moscow sends more weapons to Saudi Arabia and coordinates further oil supply cuts This is the only prediction you could say Carpenter got half right Oil supply coordination did continue (but that was pretty obviously going to happen) Nevertheless, there were no new weapons deals hatched 9) EU sanctions on Russia fall apart as one of the EU member states breaks consensus in return for an undisclosed energy deal with Russia The most likely candidates: Hungary, Italy, Austria Not a single EU member state broke ranks on sanctions 10) The Kremlin s active measures campaign in the US goes into overdrive as Russia seeks to shape the 2020 presidential field Dark money becomes the main tool of Kremlin influence as Russia concludes that financing organic disinformation is more effective than offshore ops There is no evidence to support this theory In fact, experts in Moscow suggest the Kremlin will do everything possible to avoid anything which may be perceived as interference in the 2020 US election This is because a) Russian leaders don t want to make life even more difficult for President Trump, and b) hope to avoid a repeat of the hysteria of the past few years If Carpenter had made errors in a few of his forecasts, you could cut him a bit of slack But the fact he was so spectacularly inaccurate, yet doesn t seem remotely embarrassed about it, is incredibly depressing It also serves to prove a point I have made for years now: it seems nobody in America, or the UK, has ever suffered career damage as a result of being wrong about Russia Instead, they appear to fail up ù The pundits and pontificators know this And it encourages them to become more shrill in their disinformation and agitprop Update: Mr Carpenter replies that he managed the Open Skies program at the Pentagon & gets it far better than I do He also says I am a dumbass ps reason for blank tweet is I reposted, owing to a typo in original https://t co/EYTmFM0FWa Back in August, I called out Carpenter on Twitter after he pushed falsehoods about the Open Skies ù observation program From which the US is reportedly considering withdrawing The former government official launched an extraordinary personal attack, labeling me a dumbass, ù before resorting to the last refuge of the scoundrel by blocking my account I m too polite to respond in kind, but it s quite something to have your intelligence questioned by someone who is clearly out to lunch when it comes to his own purported area of expertise Think your friends would be interested? Share this story! The statements, views and opinions expressed in this column are solely those of the author and do not necessarily represent those of RT RT News App © Autonomous Nonprofit Organization TV Novosti ù, 2005 ì2021 All rights reserved This website uses cookies Read RTPrivacy policyto find out more ",https://www.rt.com/op-ed/477209-us-policy-russia-biden/
"3 Nov, 2019",Nasty Russians harassed a sick American diplomat? That‚Äôs ‚Äòfake news‚Äô says Foreign Ministry,"The New York Times has spun a tale of Russian treachery based on its usual anonymous sources Though the Russian Foreign Ministry stepped in to correct the record, the paper didn t let facts get in the way of a good story According to the Times, the debacle kicked off in August, when Russian officials delayed a sick American envoy from leaving Moscow for treatment, part of a Cold War style harassment campaign ùagainst US diplomats The man in question, a military attache at the American embassy in Moscow, fell ill and needed evacuation to Germany for hospital treatment According to theNYT, his plane was delayed for hours for no apparent reason, ùdespite protests from embassy officials and the State Department in Washington The story ticks all the Russiagate boxes Neither the State Department or the Pentagon would give details of the incident, so anonymous officials ùwere quoted instead The paper also fitted the story into a wider anti Russia conspiracy, calling it the latest episode of a long running campaign of harassment against American diplomats in Russia ù Even the newspaper s subhead proclaimed that Russian intimidation of American officials has reached levels unseen since the Cold War ùEvidently, delayed flights are comparable to the world s biggest superpowers threatening each other with nuclear war A bold statement, were it true In a response to the Times, sent before publication but selectively clipped, the Russian Foreign Ministry explained that five and a half hours before the attache s flight, the airline announced a one hour delay Upon arrival at the airport, the sick man s entourage were fast tracked through security, and were then found to have the wrong papers, due to an error with their earlier charter flight The paper mix up which had the entourage identified as crew instead of passengers was resolved in 20 minutes, and the flight took off five minutes before its scheduled departure time Little of this official explanation was included in the story, and Russian Foreign Ministry spokeswoman Maria Zakharova again decried the article on Sunday, calling it fake news, ùand a scandal; a forgery in its purest form ù And of course, a good Russia yarn wouldn t be complete without some conspiracy peddling from former US ambassador to Russia Michael McFaul When I was ambassador, we felt like we were under siege all the time, ùMcFaul told the Times He said that delaying a medical flight would be the kind of classic harassment that for many years now, our people have been putting up with It s inexcusable, it s horrible ù This is the same Michael McFaul who oncecomparedRussians purchasing Facebook ads in the runup to the 2016 election to the 9/11 attacks,warnedAmerican tourists to steer clear of Russia, in case they be jailed for spying, and penned a research paper in 2005 advocating American led regime change in Moscow Anti Russia protestations are also big money for McFaul, who wrote a book lambasting Donald Trump and Vladimir Putin last year, while Russiagate hysteria was at its height In her response, Zakharova reminded the NYT about the time a Russian diplomat in Washington was tasked with bringing cancer medicine to Moscow for former Prime Minister Yevgeny Primakov some time before 2015 The diplomat was detained by American intelligence and had his belongings seized The medicine was only delivered to Moscow when the then Secretary of State John Kerry intervened Relations between Washington and Moscow remain generally hostile, ùthe NYT s article claims That may be true, but the paper s writers clearly didn t pause to think that presenting Cold War spy fiction as news might just have something to do with it ù ",https://www.rt.com/usa/472538-russia-diplomat-fake-news/
"8 Oct, 2019",‚ÄòGift to Putin!‚Äô Meltdown as House Democrat claims Trump plans to ditch Open Skies treaty,"The House Foreign Affairs Committee chair has sent a letter to the White House expressing concern over reports ù that President Donald Trump wants to abandon the Open Skies Treaty Yet the only such report is his own Congressman Eliot Engel (D New York)denouncedon Monday potential plans ùto withdraw from the treaty, saying it would be a blow to United States national security interests, endangering Ukraine and other key European allies ù American withdrawal would only benefit Russia and be harmful to our allies and partners national security interests Engel s letter to White House National Security Advisor Robert O Brien has raised alarms among the usual suspects, who are taking it as yet another proof of Trump being an agent of the Kremlin, or something What on Earth? Trump is considering abruptly withdrawing from the Open Skies treaty, which would only benefit Russia and threaten our strategic alliances It s as if he s trying to tick off as many items as possible on Putin s wishlist as the heat closes in [v@juliadavisnews]pic twitter com/xpNIFGb8Tw Russia hates Open Skies because it requires them to let Ukraine fly over their country This is another Trump gift to Putin https:// t co /H5PGxSeRhc Please tell me this can t be true, ùtweeted former US ambassador to Russia Michael McFaul, among those alarmed by the letter We are now pulling out of the Open Skies Treaty? Really? Please tell me this can t be true https:// t co /2KfZoYA8ep However, Engel does not actually cite any reports or sources for his claim What he does say is that Congress is aware of some treaty implementation concerns regarding Russia ùand supports the restrictions put in place on Russian flights over the United States, ùsupposedly in response to disputes over the Kaliningrad region and the disputed territories of Abkhazia and South Ossetia but says these do not amount to a material breach of the treaty, and are no grounds for abandoning it Dialogue and interaction with Russia is important during this time of heightened tension and increased potential for miscalculation, ùEngel added, even as he denounced Russia for aggression against Ukraine ùHe is one of the committee chairs currently engaged in a probe trying to impeach Trump, although there has been no formal House resolution authorizing it The treaty provides for regular surveillance flights over the territory of signatory countries, including the presence of the host country s representatives on board the planes Trump s critics can t seem to decide whether to love or to hate the treaty that went into effect in 2002, and was a product of Cold War diplomacy Back in August, a former Pentagon official and foreign policy aide to Joe Biden raised an alarm over a Russian plane surveilling critical infrastructure ùover Chicago, and insisted that the flight had nothing to do with Open Skies He refused to acknowledge his mistake even after conclusive evidence emerged that the TU 154 was merely in transit to Hawaii for a scheduled treaty flight ù ",https://www.rt.com/usa/470407-open-skies-engel-letter/
"13 Sep, 2019",AOC‚Äôs face on fire in Republican ‚Äògenocide‚Äô ad makes Democrats cry racism,"With no clear winner emerging from the third Democrat primary debate, the party has found something to unify around: calling Republicans racist over a provocative ad that linked socialism to Pol Pot and the Cambodian genocide This is the face of socialism And ignorance, ùsays the thirty second clip, opening on the smiling image of Rep Alexandria Ocasio Cortez (D New York), a self described democratic socialist The face then begins to burn away, revealing the grisly photos of the 1970s genocide in Cambodia Does Alexandria Ocasio Cortez know the horror of socialism? My father was minutes from death in Cambodia, before a forced marriage saved his life, ùsays the narrator, revealed to be Republican activist Elizabeth Heng That s socialism Forced obedience, starvation Mine is a face of freedom My skin is not white, I m not outrageous, racist, nor socialist I m a Republican ù The controversial ad reportedly cost $96,000 to air Thursday evening in New York, Washington, DC and Houston, Texas, where the DNC presidential debate took place Republicans are running TV ads setting pictures of me on fire to convince people they aren t racist, ùOcasio Cortez, also known as AOC,tweetedin response Life is weird! ù Just minutes later, she followed up, explaining what the Heng really meant: Know that this wasn t an ad for young conservatives of color that was the pretense What you just watched was a love letter to the GOP s white supremacist case ù Are you really calling me racist, AOC? ùHeng shot back I m calling all Democrats out for supporting an evil ideology ù Not Republicans Me Are you really calling me a racist@aoc? I m calling all Democrats out for supporting an evil ideology Or are you just in Congress to hang out with celebrities and tweet out ridiculous ideas like the green new deal?https:// t co /w985LYjIZd Fellow Democrats quickly rallied around AOC, denouncing the ad as ridiculous and evil ùand absolutely despicable ùThe hashtag #BoycottABC quickly began trending on Twitter Even the former US ambassador to Russia Michael McFaul chimed in, with a take that Pol Pot s regime wasn t real socialism Really disappointed in ABC for running this ad And as someone who has been teaching comparative politics for 30 years, Pol Pot s tyrannical regime had nothing to do with socialism https:// t co /PWEyTHmAnj Heng pointed to the furor on Friday morning as proof what the Democrats were all about They are more offended by truthful words than the acts of their political ideology that has killed millions of innocent victims, ùshetweeted I don t care about [AOC s] feelings I care about stopping her lies about the lies of socialism ù Heng was a staffer for Republican Congressman Ed Royce, and ran for Congress herself last year, losing to a Democrat in California s 16th district She recently set up New Faces GOP, a political action committee aiming to help diversify the Republican Party ù ù ",https://www.rt.com/usa/468778-aoc-republican-ad-genocide/
"12 Aug, 2019",Really? McFaul 'plants US flag' in Twitter to claim it as free speech sanctuary,"Michael McFaul says he can say whatever he wants on Twitter because it s an American platform Yeah, the very same Twitter that shadowbans, silences alternative media, and hosts fake Russian bots that meddle in US elections The former US ambassador in Russia lauded Twitter as a supposed champion of the First Amendment to fend off his critics Apparently, some Russians didn t like McFaul s cheering of recent opposition protests in Moscow, so he offered them an indignant and somewhat patronizing rebuke HeyRussians, writing here on an AMERICAN platform, I have a constitutional right to say whatever I want about American or Russian politics, he tweeted No one is forcing you to read what I say Stop with the demands for censorship Russian sovereignty does not extend to Twitter HeyRussians, writing here on an AMERICAN platform, I have a constitutional right to say whatever I want about American or Russian politics No one is forcing you to read what I say Stop with the demands for censorship Russian sovereignty does not extend to Twitter The apparent claim that Twitter is a place under exclusive American sovereignty is inaccurate Twitter, like any global social network, has tocomplywith national laws to operate in different countries Even a bastion of free speech like America occasionally asks the tech giant to remove this or that tweet or ban this or that user Russia is admittedlymore successfulin securing such content removals with a 46 percent compliance rate recorded in the second half of 2018 But the US may be proud to be avery †efficientextractor of user information from the tech giant In the same period, 73 percent of over 2,000 American information requests were granted by Twitter Basically, post something bad, Russia wants it erased while the US wants to know who you are wonder why? But let s not be coy McFauldoesn t careabout those legalities anyway, and he was clearly referring to political speech, not calls to kill all members of a certain ethnic group or threats of revenge rape, which hopefully we all agree have no place on any platform Sure, one can freely say a lot on Twitter with impunity For example, share a video showing a protest in Bahrain with a caption: 300,000 Iranians are marching to lynch local Chekists [intelligence officers] and what have you done for Russia? Mistakes do happen But there are other kinds of speech that Twitter doesn t tolerate much For example, peddling a wrong conspiracy theory You see Russian active measures behind every bush and smear every person you don t like as a useful idiot or a paid Putin agent?Here syour blue checker and 290,000 followers You think Muslims and social progressives conspire to undermine your cherished way of life?Banhammer! Being a news source or a watchdog with an agenda that deviates too much from that of the corporate baseline is also frowned upon by Twitter, especially with a crucial midterm election in sight Dittofor people like anti war advocate Peter Van Buren, who happen to get on the wrong side of a person with a dedicated cadre of followers and a good idea of how to game Twitter s suspension algorithms There is also the so called shadowbanning the alleged practice of hiding unwanted voices from the general public Many people believe that this is what theself admittedleft leaning company is doing to conservatives Are they right? Well, with Twitter s algorithms protected as corporate secrets and its rules mercurial and labyrinthine, who knows for sure? Maybe not even@jack All this Silicon Valley censorship was sent into overdrive after Russiagate Tech giants were accused of allowing the Kremlin to abuse their platforms to meddle in elections in the US and worldwide, and they rushed to protect democracy from the Moscow meme menace Maybe it was because being AMERICAN, they are true patriots, or maybe they just feared their bottom line would be hurt otherwise Isn t it ironic how after that a US cyber firm faked a Russian interference campaign in an Alabama election by running an army of falsified Russian bots, bragged about it, and later was called to write a Congress report on how the Russians were the bad guys? By Alexandre Antonov@alantonov Alexandre Antonov is a journalist based in Moscow ù ",https://www.rt.com/usa/466304-mcfaul-twitter-freedom-speech/
"28 Jun, 2019",‚ÄòExcellent results‚Äô? Trump-Putin G20 meeting sounds like Helsinki summit that saw relations sour,"President Donald Trump described his G20 meeting with Russian President Vladimir Putin as excellent ù As the media scrambled to slate Trump for cosying up to Putin, it s worth asking, does friendly rhetoric change anything? Putin and Trump talked for an hour and a half on Friday, in a meeting Trump described as interesting ùand excellent ùThe Kremlin echoed the sentiment, with spokesman Dmitry Peskov calling the chat intensive, ùand promising to officially invite Trump to Moscow for World War II Victory celebrations next year Both presidents certainly seemed comfortable in each other s presence, with Trump jokingly wagging his finger at the Russian leader with the instruction don t meddle in the elections please, ùand the pair toasting each other at dinner later that evening Predictably, American politicians and pundits went into overdrive He called the Russian president by his first name! ùCNN s Chris Cuomo gasped Senate Minority Leader Chuck Schumer (D New York)claimedthat Trump was basically giving Putin a green light to interfere in 2020, ùand former US ambassador to Russia Michael McFaulcalledthe encounter disappointing but no longer shocking ù Fact is stranger than fiction these days @ChrisCuomoresponds to President Trump casually instructing his Russian counterpart, Vladmir Putin, not to meddle in the upcoming US election https:// t co /3EqA1JSUHUpic twitter com/ukeCu9HJX2 Pundits calling out collusion seemed to have forgotten the outcome of last year s Helsinki summit Then, like now, Trump heralded his meeting with Putin as great, ùand said that both leaders got along very well ùAgain, the media flipped with Trump for believing Putin s word ùon election meddling, and castigated the president for kowtowing to the Kremlin, ùas theWashington Postput it But did things go better between the two countries? Trump returned home and announced that he had mis spoken, and that he did in fact trust the assessment of (some of) the US intelligence community that Russia had interfered in the 2016 election A month later, Washington imposed a ban on arms sales, US government credit, and exports of national security sensitive goods to Russia The Trump Administration also continued its policy of pounding Russia with economic sanctions Three months before this year s G20 summit, WashingtonsanctionedMoscow over a standoff with Ukrainian vessels in the Kerch Strait near Crimea last November Just one month ago, the USsanctioneda group of Russian individuals over alleged human rights abuses Moreover, while CNN s Wolf Blitzerdeclaredthat the Russians must be high fiving each other ùfollowing the Helsinki summit, Trump followed the meeting up by discussing the possibility of building a new, permanent US military base in Poland to counter alleged Russian aggression With the planned base still a bone of contention between Washington, Moscow, and Warsaw, Trump also set the stage for this year s Osaka meeting byinkinga $414 million arms deal with Poland in February and announcing the deployment of 1,000 troops to the Eastern European country earlier this month Hardly cause for cheer in the Kremlin Up to the present day, Trump has continued to pursue a business as usual policy of aggressive anti Russia maneuvers The US withdrawal from the Intermediate Range Nuclear Forces (INF) treaty this year only deepened the rift between Washington and Moscow, and raisedfearsof another Cold War style arms race between the two superpowers With an agenda featuring arms control, trade and, according to Trump, a little protectionism, ùboth leaders had a lot to talk about on Friday, and limited time in which to do so As for outcomes, we will have to wait and see if actions line up with words ù ",https://www.rt.com/news/462949-trump-putin-summit-tension/
"25 May, 2019","Iran can sink US ships with ‚Äònew secret weapons‚Äô, senior military official warns","Iran is prepared to deploy secret weapons against American warships, a military official in Tehran said, after the Pentagon sent three destroyers to the Persian Gulf amid a wave of increased tensions between the two states Without mincing words, General Morteza Qorbani, an adviser to Iran s military command, cautioned that should Washington commit the slightest stupidity, we will send these ships to the bottom of the sea along with their crew and planes ù Iran, he promised, would do so using two missiles or two new secret weapons ùHe did not specify what type of secret weapons ùhe was referring to The US earlier deployed three guided missile destroyers, the USS McFaul, USS Gonzalez, USS Mason, to the Persian Gulf, with the last warship crossing the Strait of Hormuz this week They joined the USS Abraham Lincoln Carrier Strike Group, which has been cruising off the coast of Oman, near the Gulf, since early May The military buildup near Iranian waters coincided with the Pentagon announcing plans to send around 1,500 additional troops to Iraq, which borders Iran Although General Qorbani did not provide details of the weapons he mentioned, in recent months the nation has been showcasing its newest ships and submarines, as well as its naval firepower In February, Tehranunveiledand successfully tested its new Hoveizeh long range cruise missile, which is said to have a range of over 1,350 kilometers In the same month, Tehranlaunchedthe massive Velayat 97 naval drill, with maneuvers spanning from the Strait of Hormuz and the Gulf of Oman to the northern Indian Ocean During the drill, a midget Ghadir class submarinefiredan anti ship cruise missile for the first time Relations between the US and Iran deteriorated dramatically after President Donald Trump unilaterally withdrew America from the Iran nuclear deal, known as the JCPOA, and re imposed sanctions on Tehran The move was condemned by a number of nations, including Washington s allies in Europe Meanwhile, in the US, dozens of retired top military brass and diplomats wrote an open letter to Trump, urging him to ditch the stick approach and begin real talks with Iran They warned that by failing to do so, the US risks not only making the situation in the Middle East worse, but also entering into armed conflict at immense financial, human, and geopolitical cost ù ù ",https://www.rt.com/news/460245-iran-secret-weapons-us/
"25 May, 2019",‚ÄòRational Americans & experienced commanders‚Äô won‚Äôt let radicals in US go to war ‚Äì Tehran,"Cooler heads among the US population and the army will not allow hardliners to steer the country into an open war with Iran, a senior military official in Tehran said amid growing tensions in the Persian Gulf We believe rational Americans and their experienced commanders will not let their radical elements lead them into a situation from which it would be very difficult to get out, and that is why they will not enter a war, ùBrigadier General Hassan Seifi, an assistant to the nation s army chief, told Mehr News Agency on Saturday The defense official said that throughout the years the US was able to accurately assess the strength of our armed forces, ùand for that reason has never tried to attack Iran directly He added that Washington will not wage an open war against Tehran because its army will inflict great losses on the American troops and deliver a blow to Washington s international prestige ù The US earlier deployed three guided missile destroyers, the USS Mason, USS McFaul, and USS Gonzalez, to the Persian Gulf They joined the USS Abraham Lincoln Carrier Strike Group, currently operating off the coast of Oman, near the Gulf This military buildup near Iranian waters coincided with reports of the Pentagon mulling sending more troops to Iraq, which borders Iran Relations between Iran and the US deteriorated dramatically after President Donald Trump unilaterally withdrew the nation from the Joint Comprehensive Plan of Action (JCPOA) on Iran s nuclear program last year and re imposed sanctions The move was slammed by a number of countries, including Washington s closest allies ù ",https://www.rt.com/news/460229-iran-military-official-remarks/
"23 May, 2019","Victoria Nuland, US midwife to Maidan-2014, denied visa to Russia","Former US diplomat Victoria Nuland, best known for distributing cookies to protesters during the US backed 2014 Maidan coup in Ukraine, has found out she was on a visa blacklist as she sought to enter Russia The former US ambassador to NATO and assistant secretary of state for Eurasia is best known for supporting the coup that ousted the government in Kiev, and dismissing the concerns of Washington s European allies about meddling in Ukraine ( F*** the EU ù) in the same conversation she †mentioned bringing then VP Joe Biden to midwife this thing ù She has been an outspoken advocate of anti Russian sanctions since 2014, and just last month openly expressed doubt in Russia s commitment to the idea of improving relations with the US, calling on Washington to steel itself for a very long game that outlasts the Russian President Vladimir Putin s rule This month †she sought to take part in a closed door conference organized by the Russian and the German councils on foreign relations But the former State Department official found herself on a blacklist compiled by Russia in response to the personal sanctions imposed against Russian officials by Washington Nuland †thus joined former US ambassador to Moscow Michael McFaul in the ranks of former US officials barred from Russia The †US itself has a long history of denying visas to foreign officials, even those coming on †government business In early May, a group of Russian diplomats who were supposed to take part in a preparatory committee meeting ahead of the 2020 Nuclear Non Proliferation Treaty conference were denied US visas The move sparked an angry response from Moscow, and the head of the Russian Foreign Ministry s Arms Control Department even said the conference itself should be moved to another country if such US actions continue In another instance, the US denied a visa to the deputy head of the Russian Foreign Ministry s Information and Press Department, forcing him to miss the UN Freedom of Press event Earlier, the US barred entry to the head of the Russian delegation planning to take part in the UN disarmament conference and the UN Secretary General s adviser from Russia, Dmitry Poklonsky, who was supposed to address a special briefing at a session of the UN Security Council on April 25",https://www.rt.com/news/460124-victoria-nuland-denied-visa-russia/
"17 May, 2019",Iran‚Äôs short-range missile can reach US fleet in Gulf ‚Äì Revolutionary Guards deputy commander,"The deputy commander of Iran s Revolutionary Guards has said that the US fleet in the Gulf is already within striking distance of his country s short range missiles, adding that the US could not sustain a new war in the region Even our short range missiles can easily reach (US) warships in the Gulf, ùMohammad Saleh Jokar, the IRGC s deputy for parliamentary affairs, was quoted by the Fars news agency as saying Friday Jokar added that the US would be unable to sustain a conflict with Iran on account of financial, personnel and social reasons It marks the latest escalation in a war of words between the two countries as tensions mount amid renewed sanctions and political pressure from the US, along with abuild upof US forces in the region Iran is not after a conflict in the region but has always defended its interests powerfully and will do so now too, ùIranian Foreign Minister Mohammad Javad Zarif said Thursday US carriers always deploy as part of a battlegroup so Iran s large fleet of smaller fast boats would find it very difficult to get within striking distance without themselves being destroyed by US surface warships The guided missile destroyers USSGonzalezand USSMcFaulrecently joined the USSAbraham LincolnStrike Group on stand by off the coast of Oman In recent years, Iran has developed the Khalij Fars ( Persian Gulf ) anti ship ballistic missile, which uses infrared guidance to slam a 1,433lb warhead into moving naval targets Iran also unveiled the Mach 4 version of the Khalij Fars, the Hormuz 1 and 2 which is designed to seek out enemy radar systems and destroy them The Persian Gulf is quite narrow (ranging from 35 miles to 220 miles across in parts), for a carrier battle group and could afford the IRGC the opportunity to amass launchers within range of the US fleet with relative ease The consequences of any armed conflict between Iran and the US would be literally incalculable ùaccording to James Jatras, a former US diplomat and GOP Senate policy adviser One doesn t really know where this goes next let s suppose Iran strikes the UAE or the Saudi oil fields or strikes the Israelis then what do those parties do next? ùJatras told R t co m, emphasizing that the conflict would quickly escalate to include US regional allies in the UAE, Saudi Arabia and Israel Especially the Israelis who everybody knows have nuclear weapons Although I doubt very much they would use those unless they were really down to an existential threat ù Jatras also warned that Moscow and Beijing would be foolish to stand back and watch the US take another piece off the chessboard ùdespite Pompeo s attempts at warning the Kremlin against involvement in any potential conflict with Iran ù ",https://www.rt.com/news/459575-iran-missiles-us-tension/
